,BIKE_PARKING,CONFIRMED_STOREYS,CONFIRMED_UNITS,PROP_MANAGEMENT_COMPANY_NAME,PROPERTY_TYPE,RSN,SITE_ADDRESS_x,WARD,YEAR_BUILT,YEAR_OF_REPLACEMENT,YEAR_REGISTERED,bike_parking_indoor,bike_parking_outdoor,SITE_ADDRESS_y,LATITUDE,LONGITUDE,geometry,ward_code,ward_name,ward_full,neighbourhood_number,neighbourhood_name,neighbourhood_classification,neighbourhood_classification_code,BICYCLE_ZONE,short_term_min,short_term_max,long_term,short_term_min_unmet,short_term_max_unmet,long_term_unmet,total_unmet_min,total_req_min,pc_unmet
300,Not Available,5,20,,PRIVATE,4152986,140  SPRINGHURST AVE ,04,1959,2018,2019,,,140 SPRINGHURST AVE,43.6357144726,-79.4365059968,POINT (-79.4365059968 43.6357144726),04,Parkdale-High Park,Parkdale-High Park (04),085,South Parkdale,Neighbourhood Improvement Area,NIA,1,2,4,18,2,4,18,20,20,1.0
301,0 indoor parking spots and 10 outdoor parking spots,15,239,MEDALLION CORPORATION,PRIVATE,4153602,135  ROSE AVE ,13,1964,2014,2017,0,10,135 ROSE AVE,43.670488769,-79.371608932,POINT (-79.371608932 43.670488769),13,Toronto Centre,Toronto Centre (13),074,North St.James Town,Not an NIA or Emerging Neighbourhood,NA,1,24,48,216,14,38,216,230,240,0.9583333333333334
302, indoor parking spots and  outdoor parking spots,3,13,,PRIVATE,4153622,85  LAING ST ,14,1921,,,,,85 LAING ST,43.663704356,-79.327142442,POINT (-79.327142442 43.663704356),14,Toronto-Danforth,Toronto-Danforth (14),065,Greenwood-Coxwell,Not an NIA or Emerging Neighbourhood,NA,1,2,3,12,2,3,12,14,14,1.0
303,0 indoor parking spots and 15 outdoor parking spots,3,44,GOLDEN EQUITY PROPERTIES,PRIVATE,4152999,1475  KING ST W,04,1960,,2017,0,15,1475 KING ST W,43.6361307104,-79.4396082972,POINT (-79.4396082972 43.6361307104),04,Parkdale-High Park,Parkdale-High Park (04),085,South Parkdale,Neighbourhood Improvement Area,NIA,1,5,9,40,-10,-6,40,30,45,0.6666666666666666
304,Not Available,3,15,PEGASUS GROUP,PRIVATE,4153007,1502  KING ST W,04,1952,,2017,,,1502 KING ST W,43.6365878484,-79.4403366563,POINT (-79.4403366563 43.6365878484),04,Parkdale-High Park,Parkdale-High Park (04),085,South Parkdale,Neighbourhood Improvement Area,NIA,1,2,3,14,2,3,14,16,16,1.0
305,Not Available,3,15,PERGOS DEVELOPMENTS,PRIVATE,4153008,1504  KING ST W,04,1900,,2017,,,1504 KING ST W,43.6366656568,-79.4404917741,POINT (-79.4404917741 43.6366656568),04,Parkdale-High Park,Parkdale-High Park (04),085,South Parkdale,Neighbourhood Improvement Area,NIA,1,2,3,14,2,3,14,16,16,1.0
306,10 indoor parking spots and 0 outdoor parking spots,11,117,ARCANOS PROPERTY MANAGEMENT CORPORATION,PRIVATE,4153017,21  MAYNARD AVE ,04,1964,2015,2017,10,0,21 MAYNARD AVE,43.6381531633,-79.4373955962,POINT (-79.4373955962 43.6381531633),04,Parkdale-High Park,Parkdale-High Park (04),085,South Parkdale,Neighbourhood Improvement Area,NIA,1,12,24,106,12,24,96,108,118,0.9152542372881356
307,0 indoor parking spots and 6 outdoor parking spots,5,77,YWCA,SOCIAL HOUSING,4153628,15  PAPE AVE ,14,1988,,2017,0,6,15 PAPE AVE,43.6594297929,-79.3361462421,POINT (-79.3361462421 43.6594297929),14,Toronto-Danforth,Toronto-Danforth (14),070,South Riverdale,Not an NIA or Emerging Neighbourhood,NA,1,8,16,70,2,10,70,72,78,0.9230769230769231
308,0 indoor parking spots and 4 outdoor parking spots,3,15,,PRIVATE,4153650,768  PAPE AVE ,14,1990,,2017,0,4,768 PAPE AVE,43.6810655936,-79.3460950974,POINT (-79.3460950974 43.6810655936),14,Toronto-Danforth,Toronto-Danforth (14),067,Playter Estates-Danforth,Not an NIA or Emerging Neighbourhood,NA,1,2,3,14,-2,-1,14,12,16,0.75
309,35 indoor parking spots and 5 outdoor parking spots,6,75,LOYOLA ARRUPE CORPORATION,SOCIAL HOUSING,4153054,515  PARKSIDE DR ,04,1990,,2017,35,5,515 PARKSIDE DR,43.654209663,-79.459398889,POINT (-79.459398889 43.654209663),04,Parkdale-High Park,Parkdale-High Park (04),087,High Park-Swansea,Not an NIA or Emerging Neighbourhood,NA,1,8,15,68,3,10,33,36,76,0.47368421052631576
310,0 indoor parking spots and 25 outdoor parking spots,4,38,ARISTOCRAT PROPERTY MANAGEMENT,PRIVATE,4153067,59  RONCESVALLES AVE ,04,1967,,2017,0,25,59 RONCESVALLES AVE,43.6407196162,-79.4465973956,POINT (-79.4465973956 43.6407196162),04,Parkdale-High Park,Parkdale-High Park (04),086,Roncesvalles,Not an NIA or Emerging Neighbourhood,NA,1,4,8,35,-21,-17,35,14,39,0.358974358974359
311,Not Available,5,66,AKELIUS CANADA LTD,PRIVATE,4153068,150  FERMANAGH AVE ,04,1952,2014,2017,,,150 FERMANAGH AVE,43.646685099,-79.4485785795,POINT (-79.4485785795 43.646685099),04,Parkdale-High Park,Parkdale-High Park (04),086,Roncesvalles,Not an NIA or Emerging Neighbourhood,NA,1,7,14,60,7,14,60,67,67,1.0
312,10 indoor parking spots and 0 outdoor parking spots,5,53,DMS PROPERTY MANAGEMENT LTD.,SOCIAL HOUSING,4153661,51  DONLANDS AVE ,14,1985,,2017,10,0,51 DONLANDS AVE,43.6811775403,-79.3372646974,POINT (-79.3372646974 43.6811775403),14,Toronto-Danforth,Toronto-Danforth (14),066,Danforth,Not an NIA or Emerging Neighbourhood,NA,1,6,11,48,6,11,38,44,54,0.8148148148148148
313,Not Available,3,27,TCH,TCHC,4153663,42  HUBBARD BLVD ,19,1928,2011,2017,,,42 HUBBARD BLVD,43.66853304,-79.2929025123,POINT (-79.2929025123 43.66853304),19,Beaches-East York,Beaches-East York (19),063,The Beaches,Not an NIA or Emerging Neighbourhood,NA,1,3,6,25,3,6,25,28,28,1.0
314,6 indoor parking spots and 0 outdoor parking spots,4,30,,PRIVATE,4153673,1836  QUEEN ST E,19,1925,,2017,6,0,1836 QUEEN ST E,43.6684598397,-79.3083945127,POINT (-79.3083945127 43.6684598397),19,Beaches-East York,Beaches-East York (19),063,The Beaches,Not an NIA or Emerging Neighbourhood,NA,1,3,6,27,3,6,21,24,30,0.8
315,Not Available,3,15,204 KINGSTON BIRCH PROPERTIES INC,PRIVATE,4153676,204  KINGSTON RD ,19,1934,,2017,,,204 KINGSTON RD,43.6722400679,-79.3102957191,POINT (-79.3102957191 43.6722400679),19,Beaches-East York,Beaches-East York (19),064,Woodbine Corridor,Not an NIA or Emerging Neighbourhood,NA,1,2,3,14,2,3,14,16,16,1.0
316,Not Available,7,75,AKELIUS CANADA LTD,PRIVATE,4153690,501  KINGSTON RD ,19,1950,2011,2018,,,501 KINGSTON RD,43.67719039460007,-79.3027458905346,POINT (-79.3027458905346 43.67719039460007),19,Beaches-East York,Beaches-East York (19),063,The Beaches,Not an NIA or Emerging Neighbourhood,NA,1,8,15,68,8,15,68,76,76,1.0
317,Not Available,4,15,LINFRED INVESTMENT,PRIVATE,4153693,567  KINGSTON RD ,19,1950,,2017,,,567 KINGSTON RD,43.678223,-79.300058207,POINT (-79.300058207 43.678223),19,Beaches-East York,Beaches-East York (19),063,The Beaches,Not an NIA or Emerging Neighbourhood,NA,1,2,3,14,2,3,14,16,16,1.0
318,Not Available,4,38,,PRIVATE,4153698,650  WOODBINE AVE ,19,1977,,2017,,,650 WOODBINE AVE,43.6782886904,-79.3101324427,POINT (-79.3101324427 43.6782886904),19,Beaches-East York,Beaches-East York (19),064,Woodbine Corridor,Not an NIA or Emerging Neighbourhood,NA,1,4,8,35,4,8,35,39,39,1.0
319,Not Available,5,97,AYKLER MANAGEMENT,SOCIAL HOUSING,4153717,751  WOODBINE AVE ,19,1987,,2017,,,751 WOODBINE AVE,43.680524762,-79.3102839398,POINT (-79.3102839398 43.680524762),19,Beaches-East York,Beaches-East York (19),062,East End-Danforth,Not an NIA or Emerging Neighbourhood,NA,1,10,20,88,10,20,88,98,98,1.0
320,Not Available,9,200,,SOCIAL HOUSING,4153138,24  SHAW ST ,10,1989,,2017,,,24 SHAW ST,43.6423363643,-79.4160843491,POINT (-79.4160843491 43.6423363643),10,Spadina-Fort York,Spadina-Fort York (10),162,West Queen West,Not an NIA or Emerging Neighbourhood,NA,1,20,40,180,20,40,180,200,200,1.0
321,Not Available,3,50,HOMES FIRST SOCIETY,SOCIAL HOUSING,4153142,800  ADELAIDE ST W,10,1987,2013,2017,,,800 ADELAIDE ST W,43.6439718067,-79.4103609926,POINT (-79.4103609926 43.6439718067),10,Spadina-Fort York,Spadina-Fort York (10),162,West Queen West,Not an NIA or Emerging Neighbourhood,NA,1,5,10,45,5,10,45,50,50,1.0
322,Not Available,13,112,LOFT COMMUNITY SERVICES,SOCIAL HOUSING,4153156,661  DUFFERIN ST ,09,1967,2006,2017,,,661 DUFFERIN ST,43.6504895389,-79.4313915091,POINT (-79.4313915091 43.6504895389),09,Davenport,Davenport (09),084,Little Portugal,Not an NIA or Emerging Neighbourhood,NA,1,12,23,101,12,23,101,113,113,1.0
323,Not Available,7,147,TORONTO COMMUNITY HOUSING CORPORATION,TCHC,4153722,828  KINGSTON RD ,19,1962,2012,2017,,,828 KINGSTON RD,43.6805240722,-79.2921137026,POINT (-79.2921137026 43.6805240722),19,Beaches-East York,Beaches-East York (19),062,East End-Danforth,Not an NIA or Emerging Neighbourhood,NA,1,15,30,133,15,30,133,148,148,1.0
324,1 indoor parking spots and 0 outdoor parking spots,4,38,,PRIVATE,4153175,27  WALMER RD ,11,1955,2012,2017,1,0,27 WALMER RD,43.6681530791,-79.4056958125,POINT (-79.4056958125 43.6681530791),11,University-Rosedale,University-Rosedale (11),095,Annex,Not an NIA or Emerging Neighbourhood,NA,1,4,8,35,4,8,34,38,39,0.9743589743589743
325,0 indoor parking spots and 5 outdoor parking spots,6,103,WIGWAMEN INCORPORATED,SOCIAL HOUSING,4153176,14  SPADINA RD ,11,1972,2015,2017,0,5,14 SPADINA RD,43.6678434794,-79.4049570473,POINT (-79.4049570473 43.6678434794),11,University-Rosedale,University-Rosedale (11),095,Annex,Not an NIA or Emerging Neighbourhood,NA,1,11,21,93,6,16,93,99,104,0.9519230769230769
326,0 indoor parking spots and 15 outdoor parking spots,3,40,PROPERTY SERVICES INC.,PRIVATE,4153180,30  WALMER RD ,11,1960,,2017,0,15,30 WALMER RD,43.6678896371,-79.406592558,POINT (-79.406592558 43.6678896371),11,University-Rosedale,University-Rosedale (11),095,Annex,Not an NIA or Emerging Neighbourhood,NA,1,4,8,36,-11,-7,36,25,40,0.625
327,0 indoor parking spots and 15 outdoor parking spots,4,24,TYNDALLWOOD INVESTMENTS LTD ,PRIVATE,4153184,42  BARTON AVE ,11,1929,,2017,0,15,42 BARTON AVE,43.667957114,-79.414124093,POINT (-79.414124093 43.667957114),11,University-Rosedale,University-Rosedale (11),095,Annex,Not an NIA or Emerging Neighbourhood,NA,1,3,5,22,-12,-10,22,10,25,0.4
328,Not Available,11,157,STERLING KARAMAR PROPERTY MANAGEMENT,PRIVATE,4153192,68-72  SPADINA RD ,11,1963,2017,2018,,,68-72 SPADINA RD,43.670432258,-79.4055781,POINT (-79.4055781 43.670432258),11,University-Rosedale,University-Rosedale (11),095,Annex,Not an NIA or Emerging Neighbourhood,NA,1,16,32,142,16,32,142,158,158,1.0
329,80 indoor parking spots and 0 outdoor parking spots,25,401,GREENROCK PROPERTY MANAGEMENT LIMITED,PRIVATE,4153771,225  DAVISVILLE AVE ,12,1969,2017,2017,80,0,225 DAVISVILLE AVE,43.699562452,-79.388217525,POINT (-79.388217525 43.699562452),12,Toronto-St. Paul's,Toronto-St. Paul's (12),174,South Eglinton-Davisville,Not an NIA or Emerging Neighbourhood,NA,1,41,81,361,41,81,281,322,402,0.8009950248756219
330,25 indoor parking spots and 0 outdoor parking spots,7,48,,PRIVATE,4153210,151  ST GEORGE ST ,11,1952,,2017,25,0,151 ST GEORGE ST,43.669453576,-79.400154652,POINT (-79.400154652 43.669453576),11,University-Rosedale,University-Rosedale (11),095,Annex,Not an NIA or Emerging Neighbourhood,NA,1,5,10,44,5,10,19,24,49,0.4897959183673469
331,Not Available,4,12,TORONTO COMMUNITY HOUSING CORPORATION,TCHC,4153215,25  MADISON AVE ,11,1989,,2018,,,25 MADISON AVE,43.668341436,-79.402632539,POINT (-79.402632539 43.668341436),11,University-Rosedale,University-Rosedale (11),095,Annex,Not an NIA or Emerging Neighbourhood,NA,1,2,3,11,2,3,11,13,13,1.0
332,0 indoor parking spots and 10 outdoor parking spots,10,57,SUMMERHILL PROPERTY MANAGEMENT ,PRIVATE,4153217,59  SPADINA RD ,11,1957,,2017,0,10,59 SPADINA RD,43.6695619067,-79.404633152,POINT (-79.404633152 43.6695619067),11,University-Rosedale,University-Rosedale (11),095,Annex,Not an NIA or Emerging Neighbourhood,NA,1,6,12,52,-4,2,52,48,58,0.8275862068965517
333,Not Available,11,105,BETTER LIVING HOMES INC.,PRIVATE,4153222,206  ST GEORGE ST ,11,1968,2015,2017,,,206 ST GEORGE ST,43.670727396,-79.401650658,POINT (-79.401650658 43.670727396),11,University-Rosedale,University-Rosedale (11),095,Annex,Not an NIA or Emerging Neighbourhood,NA,1,11,21,95,11,21,95,106,106,1.0
334,15 indoor parking spots and 0 outdoor parking spots,17,95,CROMWELL MANAGEMENT INC.,PRIVATE,4153873,9  DEER PARK CRES ,12,1965,2019,2017,15,0,9 DEER PARK CRES,43.6881074516,-79.3979987112,POINT (-79.3979987112 43.6881074516),12,Toronto-St. Paul's,Toronto-St. Paul's (12),097,Yonge-St.Clair,Not an NIA or Emerging Neighbourhood,NA,1,10,19,86,10,19,71,81,96,0.84375
335,9 indoor parking spots and 0 outdoor parking spots,6,97,STERLING KARAMAR PROPERTY MANAGEMENT,PRIVATE,4153874,64  ST CLAIR AVE W,12,1937,2009,2017,9,0,64 ST CLAIR AVE W,43.6878011506,-79.397437188,POINT (-79.397437188 43.6878011506),12,Toronto-St. Paul's,Toronto-St. Paul's (12),097,Yonge-St.Clair,Not an NIA or Emerging Neighbourhood,NA,1,10,20,88,10,20,79,89,98,0.9081632653061225
336,Not Available,3,19,PAIN REHABILITATION CLINIC INC.,PRIVATE,4153354,795  ST CLAIR AVE W,12,1929,,2017,,,795 ST CLAIR AVE W,43.6804983237,-79.4302086848,POINT (-79.4302086848 43.6804983237),12,Toronto-St. Paul's,Toronto-St. Paul's (12),094,Wychwood,Not an NIA or Emerging Neighbourhood,NA,1,2,4,18,2,4,18,20,20,1.0
337,25 indoor parking spots and 0 outdoor parking spots,6,51,CROMWELL MANAGEMENT INC.,PRIVATE,4153361,396  AVENUE RD ,12,1931,2007,2017,25,0,396 AVENUE RD,43.682091902,-79.399998365,POINT (-79.399998365 43.682091902),12,Toronto-St. Paul's,Toronto-St. Paul's (12),096,Casa Loma,Not an NIA or Emerging Neighbourhood,NA,1,6,11,46,6,11,21,27,52,0.5192307692307693
338,Not Available,4,24,,PRIVATE,4153363,342  AVENUE RD ,12,1925,,2017,,,342 AVENUE RD,43.680979699,-79.399528877,POINT (-79.399528877 43.680979699),12,Toronto-St. Paul's,Toronto-St. Paul's (12),096,Casa Loma,Not an NIA or Emerging Neighbourhood,NA,1,3,5,22,3,5,22,25,25,1.0
339,0 indoor parking spots and 8 outdoor parking spots,4,31,,PRIVATE,4153895,404  SPADINA RD ,12,1931,,2017,0,8,404 SPADINA RD,43.6882314978,-79.4129731553,POINT (-79.4129731553 43.6882314978),12,Toronto-St. Paul's,Toronto-St. Paul's (12),101,Forest Hill South,Not an NIA or Emerging Neighbourhood,NA,1,4,7,28,-4,-1,28,24,32,0.75
340,Not Available,4,32,,PRIVATE,4153899,448  SPADINA RD ,12,1935,2017,2017,,,448 SPADINA RD,43.6893015336,-79.4133235428,POINT (-79.4133235428 43.6893015336),12,Toronto-St. Paul's,Toronto-St. Paul's (12),101,Forest Hill South,Not an NIA or Emerging Neighbourhood,NA,1,4,7,29,4,7,29,33,33,1.0
341,4 indoor parking spots and 0 outdoor parking spots,4,20,,PRIVATE,4153906,323  LONSDALE RD ,12,1930,,2017,4,0,323 LONSDALE RD,43.6885521367,-79.4119584322,POINT (-79.4119584322 43.6885521367),12,Toronto-St. Paul's,Toronto-St. Paul's (12),096,Casa Loma,Not an NIA or Emerging Neighbourhood,NA,1,2,4,18,2,4,14,16,20,0.8
342,20 indoor parking spots and 0 outdoor parking spots,11,62,BRIARLANE RENTAL PROPERTY MANAGEMENT INC.,PRIVATE,4153909,606  AVENUE RD ,12,1955,2008,2017,20,0,606 AVENUE RD,43.6896239325,-79.4033213514,POINT (-79.4033213514 43.6896239325),12,Toronto-St. Paul's,Toronto-St. Paul's (12),096,Casa Loma,Not an NIA or Emerging Neighbourhood,NA,1,7,13,56,7,13,36,43,63,0.6825396825396826
343,Not Available,4,35,FIRM CAPITAL PROPERTIES INC,PRIVATE,4153914,1  MALLORY GDNS ,12,1920,,2017,,,1 MALLORY GDNS,43.691003539,-79.395988686,POINT (-79.395988686 43.691003539),12,Toronto-St. Paul's,Toronto-St. Paul's (12),097,Yonge-St.Clair,Not an NIA or Emerging Neighbourhood,NA,1,4,7,32,4,7,32,36,36,1.0
344,7 indoor parking spots and 0 outdoor parking spots,3,20,JDM APARTMENTS INC,PRIVATE,4153915,50  LAWTON BLVD ,12,1915,,2017,7,0,50 LAWTON BLVD,43.691863282,-79.396100397,POINT (-79.396100397 43.691863282),12,Toronto-St. Paul's,Toronto-St. Paul's (12),097,Yonge-St.Clair,Not an NIA or Emerging Neighbourhood,NA,1,2,4,18,2,4,11,13,20,0.65
345, indoor parking spots and 6 outdoor parking spots,3,26,CASTLEHILL PROPERTY MANAGEMENT,PRIVATE,4408585,130  MACPHERSON AVE ,11,1948,,2018,,,130 MACPHERSON AVE,43.6783605408,-79.3950701921,POINT (-79.3950701921 43.6783605408),11,University-Rosedale,University-Rosedale (11),095,Annex,Not an NIA or Emerging Neighbourhood,NA,1,3,6,24,3,6,24,27,27,1.0
346,Not Available,29,457,CRECCAL INVESTMENTS LTD,PRIVATE,4365723,2350  DUNDAS ST W,04,1976,,2018,,,2350 DUNDAS ST W,43.656991644,-79.45228586,POINT (-79.45228586 43.656991644),04,Parkdale-High Park,Parkdale-High Park (04),088,High Park North,Not an NIA or Emerging Neighbourhood,NA,1,46,92,412,46,92,412,458,458,1.0
347,Not Available,3,13,,PRIVATE,4495076,7  BIRCHLEA AVE ,03,1955,,2024,,,7 BIRCHLEA AVE,43.592625398,-79.528050439,POINT (-79.528050439 43.592625398),03,Etobicoke-Lakeshore,Etobicoke-Lakeshore (03),019,Long Branch,Not an NIA or Emerging Neighbourhood,NA,2,1,1,9,1,1,9,10,10,1.0
348,Not Available,3,44,NEW FRONTIERS ABORIGINAL RESIDENTIAL CORPORATION,SOCIAL HOUSING,4479579,419  COXWELL AVE ,19,2003,,2019,,,419 COXWELL AVE,43.677246214,-79.320512949,POINT (-79.320512949 43.677246214),19,Beaches-East York,Beaches-East York (19),064,Woodbine Corridor,Not an NIA or Emerging Neighbourhood,NA,1,5,9,40,5,9,40,45,45,1.0
349,Not Available,3,15,ANCHOR PROPERTY MANAGERS INC,PRIVATE,4817599,595  ST CLAIR AVE W,12,1900,,2020,,,595 ST CLAIR AVE W,43.6821585882,-79.4220166514,POINT (-79.4220166514 43.6821585882),12,Toronto-St. Paul's,Toronto-St. Paul's (12),094,Wychwood,Not an NIA or Emerging Neighbourhood,NA,1,2,3,14,2,3,14,16,16,1.0
350,0 indoor parking spots and 7 outdoor parking spots,4,22,WIGWAMEN CORPORATION,SOCIAL HOUSING,4462209,3738  ST CLAIR AVE E,20,1953,,2019,0,7,3738 ST CLAIR AVE E,43.7207918778,-79.2435210688,POINT (-79.2435210688 43.7207918778),20,Scarborough Southwest,Scarborough Southwest (20),123,Cliffcrest,Not an NIA or Emerging Neighbourhood,NA,2,1,2,15,-6,-5,15,9,16,0.5625
351,20 indoor parking spots and 0 outdoor parking spots,30,292,MEDALLION CORPORATION,PRIVATE,4333382,555  SHERBOURNE ST ,13,1978,2013,2018,20,0,555 SHERBOURNE ST,43.669056443,-79.375027211,POINT (-79.375027211 43.669056443),13,Toronto Centre,Toronto Centre (13),074,North St.James Town,Not an NIA or Emerging Neighbourhood,NA,1,30,59,263,30,59,243,273,293,0.931740614334471
352,Not Available,3,11,DMS PROPERTY MANAGEMENT LTD,PRIVATE,4329035,14  ROSSEAU RD ,06,1949,,2018,,,14 ROSSEAU RD,43.7422145294,-79.437433562,POINT (-79.437433562 43.7422145294),06,York Centre,York Centre (06),033,Clanton Park,Not an NIA or Emerging Neighbourhood,NA,2,1,1,8,1,1,8,9,9,1.0
353,Not Available,3,11,DMS PROPERTY MANAGEMENT LTD,PRIVATE,4329041,20  ROSSEAU RD ,06,1949,,2018,,,20 ROSSEAU RD,43.7426311682,-79.437605185,POINT (-79.437605185 43.7426311682),06,York Centre,York Centre (06),033,Clanton Park,Not an NIA or Emerging Neighbourhood,NA,2,1,1,8,1,1,8,9,9,1.0
354, indoor parking spots and  outdoor parking spots,4,27,HAZELVIEW PROPERTY SERVICES INC,PRIVATE,4332678,36  MAITLAND ST ,13,1920,,,,,36 MAITLAND ST,43.664540632,-79.382321075,POINT (-79.382321075 43.664540632),13,Toronto Centre,Toronto Centre (13),167,Church-Wellesley,Not an NIA or Emerging Neighbourhood,NA,1,3,6,25,3,6,25,28,28,1.0
355,50 indoor parking spots and 18 outdoor parking spots,4,15,GREENWIN CORP.,PRIVATE,4317590,3017  QUEEN ST E,20,1954,,2018,50,18,3017 QUEEN ST E,43.6747570284,-79.2771547349,POINT (-79.2771547349 43.6747570284),20,Scarborough Southwest,Scarborough Southwest (20),122,Birchcliffe-Cliffside,Not an NIA or Emerging Neighbourhood,NA,2,1,2,11,-17,-16,-39,-56,12,-4.666666666666667
356,Not Available,3,26,1789331 ONTARIO LIMITED,PRIVATE,4415696,432  JARVIS ST ,13,1928,,2018,,,432 JARVIS ST,43.6652814395,-79.3783054982,POINT (-79.3783054982 43.6652814395),13,Toronto Centre,Toronto Centre (13),167,Church-Wellesley,Not an NIA or Emerging Neighbourhood,NA,1,3,6,24,3,6,24,27,27,1.0
357,5 indoor parking spots and 0 outdoor parking spots,4,27,NJS CAPITAL MANAGEMENT,PRIVATE,4296586,699  EGLINTON AVE W,12,1950,,2018,5,0,699 EGLINTON AVE W,43.701892029,-79.420288428,POINT (-79.420288428 43.701892029),12,Toronto-St. Paul's,Toronto-St. Paul's (12),101,Forest Hill South,Not an NIA or Emerging Neighbourhood,NA,1,3,6,25,3,6,20,23,28,0.8214285714285714
358,Not Available,12,54,TCH,TCHC,4286259,127  ST PATRICK ST ,10,1980,,2017,,,127 ST PATRICK ST,43.653809037,-79.38976073,POINT (-79.38976073 43.653809037),10,Spadina-Fort York,Spadina-Fort York (10),078,Kensington-Chinatown,Not an NIA or Emerging Neighbourhood,NA,1,6,11,49,6,11,49,55,55,1.0
359,Not Available,4,41,TCH,TCHC,4286261,2755  YONGE ST ,15,1990,2001,2017,,,2755 YONGE ST,43.718218448,-79.4005393661,POINT (-79.4005393661 43.718218448),15,Don Valley West,Don Valley West (15),103,Lawrence Park South,Not an NIA or Emerging Neighbourhood,NA,1,5,9,37,5,9,37,42,42,1.0
360,Not Available,3,30,ST. JUDE COMMUNITY HOMES,SOCIAL HOUSING,4286300,270  MILAN ST ,13,2005,,2018,,,270 MILAN ST,43.658372351,-79.367849536,POINT (-79.367849536 43.658372351),13,Toronto Centre,Toronto Centre (13),073,Moss Park,Not an NIA or Emerging Neighbourhood,NA,1,3,6,27,3,6,27,30,30,1.0
361,Not Available,3,11,TRIVEST DEVELOPMENTS COROPORATION,PRIVATE,5025280,10  WINGREEN CRT ,16,1960,,2021,,,10 WINGREEN CRT,43.7389927297,-79.3435489971,POINT (-79.3435489971 43.7389927297),16,Don Valley East,Don Valley East (16),042,Banbury-Don Mills,Not an NIA or Emerging Neighbourhood,NA,2,1,1,8,1,1,8,9,9,1.0
362,0 indoor parking spots and 1 outdoor parking spots,4,20,VIVIAN RAITSINIS,PRIVATE,5156142,109  PEMBROKE ST ,13,1889,,2023,0,1,109 PEMBROKE ST,43.660115913,-79.37282621455,POINT (-79.37282621455 43.660115913),13,Toronto Centre,Toronto Centre (13),073,Moss Park,Not an NIA or Emerging Neighbourhood,NA,1,2,4,18,1,3,18,19,20,0.95
363,30 indoor parking spots and 0 outdoor parking spots,25,264,GWLRA RESIDENTIAL,PRIVATE,5144485,50  HIGH PARK AVE ,04,2021,,2022,30,0,50 HIGH PARK AVE,43.655497932,-79.466564069,POINT (-79.466564069 43.655497932),04,Parkdale-High Park,Parkdale-High Park (04),088,High Park North,Not an NIA or Emerging Neighbourhood,NA,1,27,53,238,27,53,208,235,265,0.8867924528301887
364,Not Available,4,16,TORONTO COMMUNITY HOUSING CORPORATION,TCHC,5156767,3  FIELD SPARROWAY  ,17,1973,,2023,,,3 FIELD SPARROWAY,43.790397172,-79.369820172,POINT (-79.369820172 43.790397172),17,Don Valley North,Don Valley North (17),049,Bayview Woods-Steeles,Not an NIA or Emerging Neighbourhood,NA,2,1,2,11,1,2,11,12,12,1.0
365,Not Available,4,16,TORONTO COMMUNITY HOUSING CORPORATION,TCHC,5156810,11  FIELD SPARROWAY  ,17,1973,,2023,,,11 FIELD SPARROWAY,43.790703691,-79.368721553,POINT (-79.368721553 43.790703691),17,Don Valley North,Don Valley North (17),049,Bayview Woods-Steeles,Not an NIA or Emerging Neighbourhood,NA,2,1,2,11,1,2,11,12,12,1.0
